,Country ISO3,Country Name,Indicator,Subindicator Type,Year,value,Dataset,Lneding group,Region
1103,NAM,Namibia,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,1,IPD,IBRD,Sub-Saharan Africa
1104,NPL,Nepal,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,2,IPD,IDA,South Asia
1105,NZL,New Zealand,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,0,IPD,..,East Asia & Pacific
1106,NIC,Nicaragua,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,2.5,IPD,IDA,Latin America & Caribbean
1107,NER,Niger,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,2,IPD,IDA,Sub-Saharan Africa
1108,NGA,Nigeria,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,1,IPD,Blend,Sub-Saharan Africa
1109,NOR,Norway,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,0,IPD,..,Europe & Central Asia
11102,OMN,Oman,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,1,IPD,..,Middle East & North Africa
1111,UGA,Uganda,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,0,IPD,IDA,Sub-Saharan Africa
1112,UZB,Uzbekistan,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,2,IPD,Blend,Europe & Central Asia
1113,PAK,Pakistan,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,1.5,IPD,Blend,South Asia
1114,PAN,Panama,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,0.5,IPD,IBRD,Latin America & Caribbean
1115,PRY,Paraguay,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,2,IPD,IBRD,Latin America & Caribbean
1116,NLD,Netherlands,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,0,IPD,..,Europe & Central Asia
1117,PER,Peru,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,0,IPD,IBRD,Latin America & Caribbean
1118,PHL,Philippines,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,1,IPD,IBRD,East Asia & Pacific
1119,POL,Poland,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,2,IPD,IBRD,Europe & Central Asia
1120,PRT,Portugal,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,1,IPD,..,Europe & Central Asia
11211,QAT,Qatar,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,1,IPD,..,Middle East & North Africa
1122,ROU,Romania,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,0,IPD,IBRD,Europe & Central Asia
1123,GBR,United Kingdom,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,0,IPD,..,Europe & Central Asia
1124,RUS,Russian Federation,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,2,IPD,IBRD,Europe & Central Asia
1125,RWA,Rwanda,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,0,IPD,IDA,Sub-Saharan Africa
1126,SLV,El Salvador,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,2,IPD,IBRD,Latin America & Caribbean
1127,SEN,Senegal,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,0.5,IPD,IDA,Sub-Saharan Africa
1128,SRB,Serbia,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,2,IPD,IBRD,Europe & Central Asia
1129,SGP,Singapore,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,0,IPD,..,East Asia & Pacific
1130,SVK,Slovak Republic,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,0.5,IPD,..,Europe & Central Asia
1131,SVN,Slovenia,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,0,IPD,..,Europe & Central Asia
1132,SOM,Somalia,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,3,IPD,IDA,Sub-Saharan Africa
1133,SDN,Sudan,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,1,IPD,IDA,Sub-Saharan Africa
1134,SSD,South Sudan,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,0,IPD,IDA,Sub-Saharan Africa
1135,LKA,Sri Lanka,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,2,IPD,IBRD,South Asia
11361,SWE,Sweden,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,0,IPD,..,Europe & Central Asia
1137,CHE,Switzerland,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,0,IPD,..,Europe & Central Asia
1138,TJK,Tajikistan,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,1,IPD,IDA,Europe & Central Asia
1139,TWN,Taiwan,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,0,IPD,..,East Asia & Pacific
1140,TZA,Tanzania,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,2,IPD,IDA,Sub-Saharan Africa
1141,TCD,Chad,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,3,IPD,IDA,Sub-Saharan Africa
1142,CZE,Czech Republic,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,1,IPD,..,Europe & Central Asia
1143,THA,Thailand,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,1,IPD,IBRD,East Asia & Pacific
1144,TGO,Togo,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,1,IPD,IDA,Sub-Saharan Africa
1145,TUN,Tunisia,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,1,IPD,IBRD,Middle East & North Africa
1146,TUR,Turkey,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,2.5,IPD,IBRD,Europe & Central Asia
1148,UKR,Ukraine,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,2.5,IPD,IBRD,Europe & Central Asia
1149,URY,Uruguay,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,1,IPD,IBRD,Latin America & Caribbean
1150,VEN,"Venezuela, RB",A604.Termination.of.contracts.by.the.State,Score (0-4),2016,2,IPD,IBRD,Latin America & Caribbean
1151,VNM,Vietnam,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,1,IPD,IBRD,East Asia & Pacific
1152,ZWE,Zimbabwe,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,1,IPD,Blend,Sub-Saharan Africa
1153,AFG,Afghanistan,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,1.5,IPD,IDA,South Asia
1154,ZAF,South Africa,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,2.5,IPD,IBRD,Sub-Saharan Africa
11551,ALB,Albania,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,2.5,IPD,IBRD,Europe & Central Asia
1156,DEU,Germany,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,2,IPD,..,Europe & Central Asia
1157,DZA,Algeria,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,2,IPD,IBRD,Middle East & North Africa
1158,AGO,Angola,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,1.5,IPD,IBRD,Sub-Saharan Africa
1159,SAU,Saudi Arabia,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,0.5,IPD,..,Middle East & North Africa
1160,ARG,Argentina,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,3,IPD,IBRD,Latin America & Caribbean
1161,ARM,Armenia,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,1,IPD,IBRD,Europe & Central Asia
1162,AUS,Australia,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,3,IPD,..,East Asia & Pacific
1164,AZE,Azerbaijan,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,1,IPD,IBRD,Europe & Central Asia
1165,BHR,Bahrain,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,1.5,IPD,..,Middle East & North Africa
1166,BGD,Bangladesh,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,2,IPD,IDA,South Asia
1167,BLR,Belarus,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,2,IPD,IBRD,Europe & Central Asia
1168,BEL,Belgium,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,3,IPD,..,Europe & Central Asia
1169,BEN,Benin,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,1,IPD,IDA,Sub-Saharan Africa
1170,MMR,Myanmar,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,2.5,IPD,IDA,East Asia & Pacific
1171,BOL,Bolivia,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,3,IPD,IBRD,Latin America & Caribbean
1172,BIH,Bosnia and Herzegovina,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,1.5,IPD,IBRD,Europe & Central Asia
1173,BRA,Brazil,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,2.5,IPD,IBRD,Latin America & Caribbean
1174,BRN,Brunei,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,1.5,IPD,..,East Asia & Pacific
1175,BGR,Bulgaria,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,2.5,IPD,IBRD,Europe & Central Asia
11761,BFA,Burkina Faso,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,2,IPD,IDA,Sub-Saharan Africa
1177,BDI,Burundi,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,0,IPD,IDA,Sub-Saharan Africa
1178,KHM,Cambodia,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,1.5,IPD,IDA,East Asia & Pacific
1179,CMR,Cameroon,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,1.5,IPD,Blend,Sub-Saharan Africa
1180,CAN,Canada,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,3.5,IPD,..,North America
1181,CAF,Central African Republic,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,1.5,IPD,IDA,Sub-Saharan Africa
1182,COM,Comoros,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,1.5,IPD,IDA,Sub-Saharan Africa
1183,CHL,Chile,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,2,IPD,IBRD,Latin America & Caribbean
1184,CHN,China,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,1.5,IPD,IBRD,East Asia & Pacific
1185,COL,Colombia,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,2,IPD,IBRD,Latin America & Caribbean
1186,COG,"Congo, Rep.",B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,2.5,IPD,Blend,Sub-Saharan Africa
1188,CRI,Costa Rica,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,2,IPD,IBRD,Latin America & Caribbean
1189,CIV,Cote d'Ivoire,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,1.5,IPD,IDA,Sub-Saharan Africa
1190,HRV,Croatia,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,1,IPD,IBRD,Europe & Central Asia
1191,CUB,Cuba,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,1,IPD,..,Latin America & Caribbean
1192,CYP,Cyprus,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,2,IPD,..,Europe & Central Asia
1193,DNK,Denmark,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,1.5,IPD,..,Europe & Central Asia
1194,DOM,Dominican Republic,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,1,IPD,IBRD,Latin America & Caribbean
1195,ECU,Ecuador,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,2,IPD,IBRD,Latin America & Caribbean
1196,EGY,"Egypt, Arab Rep.",B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,1.5,IPD,IBRD,Middle East & North Africa
11971,ARE,United Arab Emirates,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,1,IPD,..,Middle East & North Africa
1198,ERI,Eritrea,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,0,IPD,IDA,Sub-Saharan Africa
1200,EST,Estonia,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,2,IPD,..,Europe & Central Asia
1201,USA,United States,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,2.5,IPD,..,North America
1202,ETH,Ethiopia,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,3,IPD,IDA,Sub-Saharan Africa
1204,FRA,France,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,2,IPD,..,Europe & Central Asia
1205,GAB,Gabon,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,0.5,IPD,IBRD,Sub-Saharan Africa
1206,GEO,Georgia,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,2,IPD,IBRD,Europe & Central Asia
1207,GHA,Ghana,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,2,IPD,IDA,Sub-Saharan Africa
1208,GRC,Greece,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,1,IPD,..,Europe & Central Asia
1209,GTM,Guatemala,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,1.5,IPD,IBRD,Latin America & Caribbean
12101,GIN,Guinea,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,0.5,IPD,IDA,Sub-Saharan Africa
1212,HND,Honduras,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,2,IPD,IDA,Latin America & Caribbean
1213,HKG,Hong Kong,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,3,IPD,..,East Asia & Pacific
1214,HUN,Hungary,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,1.5,IPD,..,Europe & Central Asia
1216,IND,India,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,1.5,IPD,IBRD,South Asia
1217,IDN,Indonesia,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,0.5,IPD,IBRD,East Asia & Pacific
1218,IRN,"Iran, Islamic Rep.",B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,2,IPD,IBRD,Middle East & North Africa
1219,IRQ,Iraq,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,2,IPD,IBRD,Middle East & North Africa
1220,IRL,Ireland,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,1.5,IPD,..,Europe & Central Asia
1221,ISR,Israel,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,2,IPD,..,Middle East & North Africa
1222,ITA,Italy,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,2,IPD,..,Europe & Central Asia
1223,JAM,Jamaica,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,2,IPD,IBRD,Latin America & Caribbean
1225,JOR,Jordan,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,1.5,IPD,IBRD,Middle East & North Africa
1226,KAZ,Kazakhstan,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,1,IPD,IBRD,Europe & Central Asia
1227,KEN,Kenya,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,1.5,IPD,Blend,Sub-Saharan Africa
1228,KWT,Kuwait,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,2,IPD,..,Middle East & North Africa
1229,LAO,Lao PDR,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,1,IPD,IDA,East Asia & Pacific
12301,LVA,Latvia,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,0,IPD,..,Europe & Central Asia
1231,LBN,Lebanon,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,2,IPD,IBRD,Middle East & North Africa
1232,LBY,Libya,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,1,IPD,IBRD,Middle East & North Africa
1235,MKD,Macedonia,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,2.5,IPD,IBRD,Europe & Central Asia
1236,MDG,Madagascar,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,1,IPD,IDA,Sub-Saharan Africa
1237,MYS,Malaysia,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,1.5,IPD,IBRD,East Asia & Pacific
1238,MLI,Mali,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,1,IPD,IDA,Sub-Saharan Africa
1240,MAR,Morocco,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,1.5,IPD,IBRD,Middle East & North Africa
1241,MRT,Mauritania,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,1,IPD,IDA,Sub-Saharan Africa
1242,MUS,Mauritius,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,2,IPD,IBRD,Sub-Saharan Africa
1243,MEX,Mexico,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,2,IPD,IBRD,Latin America & Caribbean
1244,MDA,Moldova,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,2,IPD,Blend,Europe & Central Asia
1245,MNG,Mongolia,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,2.5,IPD,Blend,East Asia & Pacific
1246,MOZ,Mozambique,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,2.5,IPD,IDA,Sub-Saharan Africa
1247,NAM,Namibia,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,2,IPD,IBRD,Sub-Saharan Africa
1248,NPL,Nepal,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,1.5,IPD,IDA,South Asia
1249,NZL,New Zealand,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,2,IPD,..,East Asia & Pacific
12501,NIC,Nicaragua,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,2,IPD,IDA,Latin America & Caribbean
1251,NER,Niger,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,2,IPD,IDA,Sub-Saharan Africa
1252,NGA,Nigeria,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,2,IPD,Blend,Sub-Saharan Africa
1253,NOR,Norway,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,4,IPD,..,Europe & Central Asia
1254,OMN,Oman,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,2.5,IPD,..,Middle East & North Africa
1255,UGA,Uganda,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,2,IPD,IDA,Sub-Saharan Africa
1256,UZB,Uzbekistan,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,1.5,IPD,Blend,Europe & Central Asia
1257,PAK,Pakistan,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,2.5,IPD,Blend,South Asia
1258,PAN,Panama,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,3,IPD,IBRD,Latin America & Caribbean
1259,PRY,Paraguay,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,1,IPD,IBRD,Latin America & Caribbean
1261,PER,Peru,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,2,IPD,IBRD,Latin America & Caribbean
12622,PHL,Philippines,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,1.5,IPD,IBRD,East Asia & Pacific
1263,POL,Poland,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,2,IPD,IBRD,Europe & Central Asia
1264,PRT,Portugal,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,2,IPD,..,Europe & Central Asia
1265,QAT,Qatar,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,0.5,IPD,..,Middle East & North Africa
1266,ROU,Romania,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,1,IPD,IBRD,Europe & Central Asia
1268,RUS,Russian Federation,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,2.5,IPD,IBRD,Europe & Central Asia
1269,RWA,Rwanda,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,1,IPD,IDA,Sub-Saharan Africa
1270,SLV,El Salvador,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,2,IPD,IBRD,Latin America & Caribbean
1271,SEN,Senegal,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,1,IPD,IDA,Sub-Saharan Africa
1272,SRB,Serbia,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,1.5,IPD,IBRD,Europe & Central Asia
1273,SGP,Singapore,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,4,IPD,..,East Asia & Pacific
1274,SVK,Slovak Republic,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,2.5,IPD,..,Europe & Central Asia
1275,SVN,Slovenia,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,3,IPD,..,Europe & Central Asia
1276,SOM,Somalia,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,0,IPD,IDA,Sub-Saharan Africa
1277,SDN,Sudan,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,3,IPD,IDA,Sub-Saharan Africa
1278,SSD,South Sudan,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,0,IPD,IDA,Sub-Saharan Africa
1279,LKA,Sri Lanka,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,2,IPD,IBRD,South Asia
1280,SWE,Sweden,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,2,IPD,..,Europe & Central Asia
12812,CHE,Switzerland,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,3.5,IPD,..,Europe & Central Asia
1282,TJK,Tajikistan,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,1,IPD,IDA,Europe & Central Asia
1283,TWN,Taiwan,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,2.5,IPD,..,East Asia & Pacific
1284,TZA,Tanzania,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,2.5,IPD,IDA,Sub-Saharan Africa
1285,TCD,Chad,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,1,IPD,IDA,Sub-Saharan Africa
1286,CZE,Czech Republic,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,1.5,IPD,..,Europe & Central Asia
1287,THA,Thailand,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,3,IPD,IBRD,East Asia & Pacific
1288,TGO,Togo,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,0.5,IPD,IDA,Sub-Saharan Africa
1290,TUR,Turkey,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,1.5,IPD,IBRD,Europe & Central Asia
1291,TKM,Turkmenistan,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,1,IPD,IBRD,Europe & Central Asia
1292,UKR,Ukraine,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,1.5,IPD,IBRD,Europe & Central Asia
1293,URY,Uruguay,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,3,IPD,IBRD,Latin America & Caribbean
1294,VEN,"Venezuela, RB",B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,2.5,IPD,IBRD,Latin America & Caribbean
1295,VNM,Vietnam,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,0.5,IPD,IBRD,East Asia & Pacific
1296,ZWE,Zimbabwe,B607.Efficiency.of.land.tenure.policies,Score (0-4),2016,1,IPD,Blend,Sub-Saharan Africa
1297,AFG,Afghanistan,B608.Land.tenure.insecurity,Score (0-4),2016,3.5,IPD,IDA,South Asia
1298,ZAF,South Africa,B608.Land.tenure.insecurity,Score (0-4),2016,1.5,IPD,IBRD,Sub-Saharan Africa
1299,ALB,Albania,B608.Land.tenure.insecurity,Score (0-4),2016,2,IPD,IBRD,Europe & Central Asia
13001,DEU,Germany,B608.Land.tenure.insecurity,Score (0-4),2016,4,IPD,..,Europe & Central Asia
1301,DZA,Algeria,B608.Land.tenure.insecurity,Score (0-4),2016,1.5,IPD,IBRD,Middle East & North Africa
1302,AGO,Angola,B608.Land.tenure.insecurity,Score (0-4),2016,1.25,IPD,IBRD,Sub-Saharan Africa
1303,SAU,Saudi Arabia,B608.Land.tenure.insecurity,Score (0-4),2016,1.5,IPD,..,Middle East & North Africa
1304,ARG,Argentina,B608.Land.tenure.insecurity,Score (0-4),2016,1.5,IPD,IBRD,Latin America & Caribbean
1305,ARM,Armenia,B608.Land.tenure.insecurity,Score (0-4),2016,3.25,IPD,IBRD,Europe & Central Asia
1306,AUS,Australia,B608.Land.tenure.insecurity,Score (0-4),2016,3.5,IPD,..,East Asia & Pacific
1307,AUT,Austria,B608.Land.tenure.insecurity,Score (0-4),2016,3.5,IPD,..,Europe & Central Asia
1308,AZE,Azerbaijan,B608.Land.tenure.insecurity,Score (0-4),2016,1.25,IPD,IBRD,Europe & Central Asia
1309,BHR,Bahrain,B608.Land.tenure.insecurity,Score (0-4),2016,3.5,IPD,..,Middle East & North Africa
1310,BGD,Bangladesh,B608.Land.tenure.insecurity,Score (0-4),2016,1.5,IPD,IDA,South Asia
1311,BLR,Belarus,B608.Land.tenure.insecurity,Score (0-4),2016,2,IPD,IBRD,Europe & Central Asia
1312,BEL,Belgium,B608.Land.tenure.insecurity,Score (0-4),2016,2.75,IPD,..,Europe & Central Asia
1313,BEN,Benin,B608.Land.tenure.insecurity,Score (0-4),2016,1.25,IPD,IDA,Sub-Saharan Africa
1314,MMR,Myanmar,B608.Land.tenure.insecurity,Score (0-4),2016,0.75,IPD,IDA,East Asia & Pacific
1315,BOL,Bolivia,B608.Land.tenure.insecurity,Score (0-4),2016,2,IPD,IBRD,Latin America & Caribbean
